library_aliquot_local_name,library_package_local_name,library_pool_local_name,library_pool_local_tube_id,library_pool_tube_barcode,library_pool_preparation_date,library_local_name,library_technique,library_r1_r2_index,library_preparation_date,library_source_type,library_avg_size_bp,library_concentration_nm,library_input_ng,library_prep_pass_fail,library_prep_set,library_quantification_fmol,library_quantification_ng,amplified_cdna_local_name,amplified_cdna_preparation_date,amplified_cdna_amplified_quantity_ng,amplified_cdna_pcr_cycles,amplified_cdna_rna_amplification_pass_fail,amplified_cdna_percent_cdna_longer_than_400bp,cdna_amplification_set,barcoded_cell_sample_local_name,barcoded_cell_sample_tag_local_name,barcoded_cell_sample_tag_description,barcoded_cell_sample_number_of_expected_cells,barcoded_cell_sample_port_well,barcoded_cell_input_quantity_count,barcoded_cell_sample_technique,enriched_cell_sample_local_name,enriched_cell_sample_preparation_date,enrichment_population,dissociated_cell_sample_local_name,dissociated_cell_sample_cell_label_barcode,dissociated_cell_sample_cell_prep_type,tissue_sample_local_name,tissue_structure,species,project_identifier,roi_id,other_species,roi_local_name,donor_local_name,age_at_death_value,age_at_death_unit,age_at_death_reference_point,age_at_death_description,donor_species,biological_sex,Species common,ROI abbrv,BCS Tag updated in Portal,Package Date,Date in Portal,Portal comments,BG_Paper_241204,NeMO Bucket,NeMO Submission ID,NeMO upload date,NeMO alignment comments,NeMO alignment date (by aliquot),NeMO alignment version,NeMO alignment jobID,NeMO alignment status,Pool_NeMOsubID
NY-AT26015-10,NYGC_241112_shipment,ATX-26015,NY-AT26015,A1658760,11/12/2024,L8XA_241029_01_B02,10xMultiome;ATAC,SI-NA-B2,10/29/2024,amplified_cdna,741,213.2367,0,Pass,L8XA_241029_01,4264.734,2085.71081,B8XM_241029_01_G01,10/29/2024,nan,None,Pass,nan,B8XM_241029_01,2540_B02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B02,15849,Multiome,"M1XM_241028_241-A_B01
M1XM_241028_241-R_B01",10/28/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241028_H24.30.007.CX.17.GPe.01.Multiome,None,Nuclei,H24.30.007.CX.17.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.17.GPe.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,GPe,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-t3evm2x-atx-26015,t3evm2x,12/6/2024,10X Genomics Multiome;ATAC-seq,2025-01-24T18:03:07Z,0,JobIdUE8VIV2A,aligned,ATX-26015_t3evm2x
NY-MX22015-10,NYGC_241112_shipment,MTX-22015,NY-MX22015,K0133817,11/12/2024,L8XR_241031_21_F02,10xMultiome;GEX,SI-TT-F2,10/31/2024,amplified_cdna,441,114.7465186,128.8424015,Pass,L8XR_241031_21,4016.128149,1168.934259,A8XR_241029_01_F01,10/29/2024,129,9,Pass,0.992,A8XR_241029_01,2540_B02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B02,15849,Multiome,"M1XM_241028_241-A_B01
M1XM_241028_241-R_B01",10/28/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241028_H24.30.007.CX.17.GPe.01.Multiome,None,Nuclei,H24.30.007.CX.17.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.17.GPe.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,GPe,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-vix475k-mtx-22015,vix475k,12/7/2024,10X Genomics Multiome;RNAseq,2025-01-24T18:03:07Z,0,JobIdUE8VIV2A,aligned,MTX-22015_vix475k
NY-MX22008-6,NYGC_241001_shipment,MTX-22008,NY-MX22008,A1658769,10/1/2024,L8XR_240919_21_A07,10xMultiome;GEX,SI-TT-A7,9/19/2024,amplified_cdna,449,184.3895747,284.2783812,Pass,L8XR_240919_21,6453.635114,1912.47023,A8XR_240913_01_G01,9/13/2024,284,10,Pass,1.003,A8XR_240913_01,2447_C06,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C06,15892,Multiome,"M1XM_240912_206-A_C01
M1XM_240912_206-R_C01",9/12/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240912_H21.30.004.CX.15.CaH.01.Multiome,None,Nuclei,H21.30.004.CX.15.CaH.01_CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.15.CaH.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,CaH,,10/1/2024,9/30/2024,,BG_paper_Human,nemo-tmp-n87bfqz-mtx-22008,n87bfqz,10/19/2024,10X genomics multiome;rnaseq,2025-01-14T04:17:30Z,5.9.3,JobIdUE9NXAQW,aligned,MTX-22008_n87bfqz
NY-AT26008-6,NYGC_241001_shipment,ATX-26008,NY-AT26008,A4556285,10/1/2024,L8XA_240913_01_G02,10xMultiome;ATAC,SI-NA-G2,9/13/2024,amplified_cdna,891,155.1082091,0,Pass,L8XA_240913_01,3102.164182,1824.258669,B8XM_240913_02_H01,9/13/2024,nan,None,Pass,nan,B8XM_240913_02,2447_C06,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C06,15892,Multiome,"M1XM_240912_206-A_C01
M1XM_240912_206-R_C01",9/12/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240912_H21.30.004.CX.15.CaH.01.Multiome,None,Nuclei,H21.30.004.CX.15.CaH.01_CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.15.CaH.01,H24.30.001,18,years,birth,18 yrs,NCBITaxon:9606,Male,Human,CaH,,10/1/2024,9/30/2024,,BG_paper_Human,nemo-tmp-gtboafk-atx-26008,gtboafk,10/21/2024,10X genomics multiome;atac-seq,2025-01-14T04:17:30Z,5.9.3,JobIdUE9NXAQW,aligned,ATX-26008_gtboafk
NY-AT16068-7,NYGC_240611_shipment,ATX-16068,NY-AT16068,K0160510,6/11/2024,L8XA_240604_01_E08,10xMultiome;ATAC,SI-NA-E8,6/4/2024,amplified_cdna,508,256.2494946,0,Pass,L8XA_240604_01,5124.989893,1718.306611,B8XM_240604_01_G01,6/4/2024,nan,None,Pass,nan,B8XM_240604_01,2263_B01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B01,16068,Multiome,"M1XM_240603_211-R_B01
M1XM_240603_211-A_B01",6/3/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240603_H24.30.004.CX.20.GPe.01.Multiome,None,Nuclei,H24.30.004.CX.20.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.20.GPe.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,GPe,,6/11/2024,6/12/2024,,BG_paper_Human,nemo-tmp-7wc6a54-atx-16068,7wc6a54,7/5/2024,10X genomics multiome;atac-seq,2024-09-06T19:49:17Z,5.9.3,JobIdUIW12NMJ,aligned,ATX-16068_7wc6a54
NY-MX12068-7,NYGC_240611_shipment,MTX-12068,NY-MX12068,A4556294,6/11/2024,L8XR_240607_02_F05,10xMultiome;GEX,SI-TT-F5,6/7/2024,amplified_cdna,507,136.8076337,0,Pass,L8XR_240607_02,4788.267178,1602.249963,A8XR_240604_01_E01,6/4/2024,387,10,Pass,0.949,A8XR_240604_01,2263_B01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,B01,16068,Multiome,"M1XM_240603_211-R_B01
M1XM_240603_211-A_B01",6/3/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240603_H24.30.004.CX.20.GPe.01.Multiome,None,Nuclei,H24.30.004.CX.20.GPe.01_GPe,DHBA:10343,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.20.GPe.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,GPe,,6/11/2024,6/12/2024,,BG_paper_Human,nemo-tmp-sjdgvv3-mtx-12068,sjdgvv3,7/5/2024,10X genomics multiome;rnaseq,2024-09-06T19:49:17Z,5.9.3,JobIdUIW12NMJ,aligned,MTX-12068_sjdgvv3
NY-MX12021-7,NYGC_231128_shipment,MTX-12021,NY-MX12021,A1657041,11/28/2023,L8XR_231116_02_E08,10xMultiome;GEX,SI-TT-E8,11/16/2023,amplified_cdna,475,153.3619959,110.9888,Pass,L8XR_231116_02,5367.669855,1682.7645,A8XR_231114_01_A02,11/14/2023,259,9,Pass,1.002,A8XR_231114_01,1955_C06,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C06,16125,Multiome,"M1XM_231109_221-A_C01
M1XM_231109_221-R_C01",11/9/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20231109_H23.30.001.CX.13.Pu.01.Multiome,nan,Nuclei,H23.30.001.CX.13.Pu.01_Pu,DHBA:10338,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.13.Pu.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,Pu,3/19/2024,11/28/2023,11/28/2023,approx date in portal,BG_paper_Human,nemo-tmp-55i6me2-mtx-12021,55i6me2,12/15/2023,10X Genomics Multiome;RNAseq,2024-03-19T19:36:45Z,5.9.3,JobIdUM3SLWXN,aligned,MTX-12021_55i6me2
NY-AT16021-7,NYGC_231128_shipment,ATX-16021,NY-AT16021,A1657069,11/28/2023,L8XA_231114_01_B12,10xMultiome;ATAC,SI-NA-B12,11/14/2023,amplified_cdna,779,159.0834392,0,Pass,L8XA_231114_01,3181.668785,1635.823189,B8XM_231114_01_F01,11/14/2023,nan,nan,Pass,nan,B8XM_231114_01,1955_C06,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C06,16125,Multiome,"M1XM_231109_221-A_C01
M1XM_231109_221-R_C01",11/9/2023,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20231109_H23.30.001.CX.13.Pu.01.Multiome,nan,Nuclei,H23.30.001.CX.13.Pu.01_Pu,DHBA:10338,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.13.Pu.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,Pu,3/19/2024,11/28/2023,11/28/2023,approx date in portal,BG_paper_Human,nemo-tmp-mq6rxp8-atx-16021,mq6rxp8,12/15/2023,10X Genomics Multiome;ATAC-seq,2024-03-19T19:36:45Z,5.9.3,JobIdUM3SLWXN,aligned,ATX-16021_mq6rxp8
SQ_MX2038-2,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2038_240930,SQ_MX2038,SQ_MX2038,11/29/2021,L8XR_211118_02_B04,10xMultiome;GEX,SI-TT-B4,11/18/2021,amplified_cdna,448,112.8931113,637.878962,Pass,L8XR_211118_02,3951.258895,1168.30823,A8XR_211116_01_B02,11/1/2021,638,9,Pass,0.981,A8XR_211116_01,936_B03,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",9472,B03,15250,Multiome,"M1XM_211110_152-R_B01
M1XM_211110_152-A_B01",11/10/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.002.CX07.PuC.001_20211110,nan,Nuclei,QN21.26.002.CX07.PuC.001_Macaque-PuC,DHBA:11538,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,PuC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-gsmddiz-mtx-2038_240930,gsmddiz,11/12/2024,10X genomics multiome;rnaseq,2025-01-25T02:01:23Z,0,JobIdUPDK71KH,aligned,MTX-2038_240930_gsmddiz
SQ_AT0046-5,AIBS-Proxy_240930_PreHMBA-backfill,ATX-546_240930,SQ_AT0046,SQ_AT0046,11/29/2021,L8XA_211116_01_F05,10xMultiome;ATAC,SI-NA-F5,11/16/2021,amplified_cdna,660,332.5134123,0,Pass,L8XA_211116_01,6650.268247,2896.856848,B8XM_211116_01_D01,11/16/2021,nan,nan,Pass,nan,B8XM_211116_01,936_B03,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",9472,B03,15250,Multiome,"M1XM_211110_152-R_B01
M1XM_211110_152-A_B01",11/10/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.002.CX07.PuC.001_20211110,nan,Nuclei,QN21.26.002.CX07.PuC.001_Macaque-PuC,DHBA:11538,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,PuC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-484nrzt-atx-546_240930,484nrzt,11/16/2024,10X genomics multiome;atac-seq,2025-01-25T02:01:23Z,0,JobIdUPDK71KH,aligned,ATX-546_240930_484nrzt
SQ_AT0041-8,AIBS-Proxy_240930_PreHMBA-backfill,ATX-541_240930,SQ_AT0041,SQ_AT0041,11/9/2021,L8XA_211102_01_E11,10xMultiome;ATAC,SI-NA-E11,11/2/2021,amplified_cdna,1008,159.5322725,0,Pass,L8XA_211102_01,3190.645451,2122.672605,B8XM_211102_01_F01,11/2/2021,nan,nan,Pass,nan,B8XM_211102_01,911_D03,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",10000,D03,15840,Multiome,"M1XM_211027_151-A_D01
M1XM_211027_151-R_D01",10/27/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.010.CX45.PuPV.001_20211027,nan,Nuclei,QN21.26.010.CX45.PuPV.001_Macaque-PuPV,DHBA:146034754,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,PuPV,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-ihadgw2-atx-541_240930,ihadgw2,11/12/2024,10X genomics multiome;atac-seq,2025-01-25T02:03:56Z,0,JobIdV70TDIZG,aligned,ATX-541_240930_ihadgw2
SQ_MX2034-8,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2034_240930,SQ_MX2034,SQ_MX2034,11/9/2021,L8XR_211104_02_E11,10xMultiome;GEX,SI-TT-E11,11/4/2021,amplified_cdna,469,201.934337,100.5375156,Pass,L8XR_211104_02,7067.701793,2187.736413,A8XR_211102_02_C02,11/2/2021,101,9,Pass,1.029,A8XR_211102_02,911_D03,"NHP_BG_Core_ROI
NHP_BG_Circuit","Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.
All Basal ganglia circuit regions in non-human primates, multiome",10000,D03,15840,Multiome,"M1XM_211027_151-A_D01
M1XM_211027_151-R_D01",10/27/2021,"80% NeuN+, 20% OLIG2-, 0% OLIG2+",QN21.26.010.CX45.PuPV.001_20211027,nan,Nuclei,QN21.26.010.CX45.PuPV.001_Macaque-PuPV,DHBA:146034754,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.010,7,years,birth,7 yrs,NCBITaxon:9545,Male,Macaque,PuPV,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-79r3ggk-mtx-2034_240930,79r3ggk,11/12/2024,10X genomics multiome;rnaseq,2025-01-25T02:03:56Z,0,JobIdV70TDIZG,aligned,MTX-2034_240930_79r3ggk
NY-MX12071-7,NYGC_240625_shipment,MTX-12071,NY-MX12071,A4556292,6/25/2024,L8XR_240620_01_F10,10xMultiome;GEX,SI-TT-F10,6/20/2024,amplified_cdna,497,67.435869,350.9983027,Pass,L8XR_240620_01,2360.255415,774.2109813,A8XR_240614_01_C01,6/14/2024,351,10,Pass,0.973,A8XR_240614_01,2277_C04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C04,16008,Multiome,"M1XM_240611_211-A_C01
M1XM_240611_211-R_C01",6/11/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240611_H24.30.004.CX.12.CaH.01.Multiome,None,Nuclei,H24.30.004.CX.12.CaH.01_CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.12.CaH.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,CaH,,6/25/2024,6/25/2024,,BG_paper_Human,nemo-tmp-yv48pvr-mtx-12071,yv48pvr,7/10/2024,10X genomics multiome;rnaseq,2025-01-10T19:37:41Z,0,JobIdVEKIRNG9,aligned,MTX-12071_yv48pvr
NY-AT16071-7,NYGC_240625_shipment,ATX-16071,NY-AT16071,K0160512,6/25/2024,L8XA_240614_01_C01,10xMultiome;ATAC,SI-NA-C1,6/14/2024,amplified_cdna,1527,61.19869393,0,Pass,L8XA_240614_01,1223.973879,1233.545354,B8XM_240614_01_C01,6/14/2024,nan,None,Pass,nan,B8XM_240614_01,2277_C04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C04,16008,Multiome,"M1XM_240611_211-A_C01
M1XM_240611_211-R_C01",6/11/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240611_H24.30.004.CX.12.CaH.01.Multiome,None,Nuclei,H24.30.004.CX.12.CaH.01_CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.004.CX.12.CaH.01,H24.30.004,44,years,birth,44 yrs,NCBITaxon:9606,Female,Human,CaH,,6/25/2024,6/25/2024,,BG_paper_Human,nemo-tmp-ubd74pb-atx-16071,ubd74pb,7/18/2024,10X genomics multiome;atac-seq,2025-01-10T19:37:41Z,0,JobIdVEKIRNG9,aligned,ATX-16071_ubd74pb
NY-MX12040-1,NYGC_240227_shipment,MTX-12040,NY-MX12040,K0160016,2/27/2024,L8XR_240222_01_E12,10xMultiome;GEX,SI-TT-E12,2/22/2024,amplified_cdna,495,126.5270276,539.7777577,Pass,L8XR_240222_01,4428.445965,1446.773297,A8XR_240216_01_C01,2/16/2024,540,10,Pass,0.992,A8XR_240216_01,2069_B04,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,B04,16290,Multiome,"M2XM_240214_226-R_B01
M2XM_240214_226-A_B01",2/14/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240214_QM23.50.003.CX.06.PuR.01.Multiome,nan,Nuclei,QM23.50.003.CX.06.PuR.01_PuR,DHBA:11537,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.003,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,PuR,3/19/2024,2/27/2024,2/27/2024,,BG_paper_Macaque,nemo-tmp-x59ptp8-mtx-12040,x59ptp8,3/11/2024,10X genomics multiome;rnaseq,2024-05-13T15:44:21Z,5.9.3,JobIdVGG3728J,aligned,MTX-12040_x59ptp8
NY-AT16040-1,NYGC_240227_shipment,ATX-16040,NY-AT16040,A4541989,2/27/2024,L8XA_240216_01_C01,10xMultiome;ATAC,SI-NA-C1,2/16/2024,amplified_cdna,817,170.3976935,0,Pass,L8XA_240216_01,3407.95387,1837.636886,B8XM_240216_01_H01,2/16/2024,nan,nan,Pass,nan,B8XM_240216_01,2069_B04,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,B04,16290,Multiome,"M2XM_240214_226-R_B01
M2XM_240214_226-A_B01",2/14/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240214_QM23.50.003.CX.06.PuR.01.Multiome,nan,Nuclei,QM23.50.003.CX.06.PuR.01_PuR,DHBA:11537,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.003,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,PuR,3/19/2024,2/27/2024,2/27/2024,,BG_paper_Macaque,nemo-tmp-hfu7zxo-atx-16040,hfu7zxo,5/4/2024,10X genomics multiome;atac-seq,2024-05-13T15:44:21Z,5.9.3,JobIdVGG3728J,aligned,ATX-16040_hfu7zxo
NY-AT26010-14,NYGC_241008_shipment,ATX-26010,NY-AT26010,A4556283,10/8/2024,L8XA_240927_01_G11,10xMultiome;ATAC,SI-NA-G11,9/27/2024,amplified_cdna,826,154.6835702,0,Pass,L8XA_240927_01,3093.671404,1686.545903,B8XM_240927_01_A02,9/27/2024,nan,None,Pass,nan,B8XM_240927_01,2471_C04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C04,16359,Multiome,"M1XM_240924_226-R_C01
M1XM_240924_226-A_C01",9/24/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240924_H21.30.004.CX.20.CaB.01.Multiome,None,Nuclei,H21.30.004.CX.20.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.20.CaB.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,CaB,,10/8/2024,10/7/2024,,BG_paper_Human,nemo-tmp-wcsvnzo-atx-26010,wcsvnzo,10/27/2024,10X genomics multiome;atac-seq,2025-01-14T03:41:33Z,5.9.3,JobIdVIDJRA7D,aligned,ATX-26010_wcsvnzo
NY-MX22010-14,NYGC_241008_shipment,MTX-22010,NY-MX22010,A1658772,10/8/2024,L8XR_241003_21_D06,10xMultiome;GEX,SI-TT-D6,10/3/2024,amplified_cdna,445,408.4151455,136.2528834,Pass,L8XR_241003_21,14294.53009,4198.303488,A8XR_240927_01_H01,9/27/2024,136,9,Pass,0.99,A8XR_240927_01,2471_C04,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C04,16359,Multiome,"M1XM_240924_226-R_C01
M1XM_240924_226-A_C01",9/24/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240924_H21.30.004.CX.20.CaB.01.Multiome,None,Nuclei,H21.30.004.CX.20.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.20.CaB.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,CaB,,10/8/2024,10/7/2024,,BG_paper_Human,nemo-tmp-mxhwwck-mtx-22010,mxhwwck,10/28/2024,10X genomics multiome;rnaseq,2025-01-14T03:41:33Z,5.9.3,JobIdVIDJRA7D,aligned,MTX-22010_mxhwwck
NY-MX12036-9,NYGC_240213_shipment,MTX-12036,NY-MX12036,A4542019,2/13/2024,L8XR_240208_01_G04,10xMultiome;GEX,SI-TT-G4,2/8/2024,amplified_cdna,458,94.83717773,969.5109476,Pass,L8XR_240208_01,3319.301221,1003.358373,A8XR_240206_01_D01,2/6/2024,970,10,Pass,0.991,A8XR_240206_01,2054_C08,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,C08,16175,Multiome,"M1XM_240202_226-A_C01
M1XM_240202_226-R_C01",2/2/2024,"48% NeuN+, 36% OLIG2-, 16% OLIG2+",20240202_QM23.50.003.CX.07.GPe.01.Multiome,nan,Nuclei,QM23.50.003.CX.07.GPe.01_GPe,DHBA:10343,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.003,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,GPe,3/19/2024,2/13/2024,2/13/2024,,BG_paper_Macaque,nemo-tmp-r3ekpzm-mtx-12036,r3ekpzm,3/11/2024,10X genomics multiome;rnaseq,2024-03-21T21:06:19Z,5.9.3,JobIdVOLE37T9,aligned,MTX-12036_r3ekpzm
NY-AT16036-9,NYGC_240213_shipment,ATX-16036,NY-AT16036,A4541855,2/13/2024,L8XA_240206_01_C05,10xMultiome;ATAC,SI-NA-C5,2/6/2024,amplified_cdna,577,238.7482296,0,Pass,L8XA_240206_01,4774.964592,1818.402016,B8XM_240206_01_C02,2/6/2024,nan,nan,Pass,nan,B8XM_240206_01,2054_C08,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,C08,16175,Multiome,"M1XM_240202_226-A_C01
M1XM_240202_226-R_C01",2/2/2024,"48% NeuN+, 36% OLIG2-, 16% OLIG2+",20240202_QM23.50.003.CX.07.GPe.01.Multiome,nan,Nuclei,QM23.50.003.CX.07.GPe.01_GPe,DHBA:10343,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.003,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,GPe,3/19/2024,2/13/2024,2/13/2024,,BG_paper_Macaque,nemo-tmp-8z28sp8-atx-16036,8z28sp8,3/12/2024,10X genomics multiome;atac-seq,2024-03-21T21:06:19Z,5.9.3,JobIdVOLE37T9,aligned,ATX-16036_8z28sp8
